Sample_ID,Timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label,Command,Confidence
1,0.0,-1.9988820034478447,4.2180021907162395,1.1579788486834195,2.2200844626524403,0.10682727733461306,2.0974529982569114,2.8512383368227274,0.09161045065455031,-1.8859558019172904,3.890264318505942,0.199522834066439,-2.0627854055488433,2.536726797756553,0.3955857024520575,0,Neutral,0.954
2,0.0078125,24.921758472494894,26.192960963638413,23.784562033845592,19.80129567989575,31.241493648767392,29.83142412695437,23.31474773115144,32.8368273865454,17.412697756272095,29.241495246940058,27.955608795723098,25.113246955160825,33.735465873294,22.73761030003818,0,Neutral,0.954
3,0.015625,24.690317588745867,25.998654598435213,27.309563597917684,30.81884777200089,32.554263626606776,27.45472520212764,27.68877042970291,32.3652951546328,26.729452066858364,30.951421784194835,27.597919192596354,23.13875826951292,38.24653207031493,22.705696906039357,0,Neutral,0.954
4,0.0234375,17.4267033481052,23.594082963474794,20.597442673857664,29.57494775261746,21.401066998886073,22.720671870659448,24.56025262442846,28.304889116010273,26.483880179696847,16.493252996614892,18.552996037469754,13.248015327237855,33.98671952935641,14.558088268567275,0,Neutral,0.954
5,0.03125,17.891302719017375,25.69618649330829,16.251788991645714,28.920639669904112,16.76152936461908,24.91653397407208,27.762419057568753,26.473482688322996,22.90371615254335,12.081417759308355,13.505765924470815,15.508247331278184,32.02325945225056,17.670879662843756,0,Neutral,0.954
6,0.0390625,17.75299357020361,17.097980782973263,11.54439324481578,27.02150192627596,14.078216716731387,14.247389599721629,21.94338954103519,5.073478317751364,17.34230870975052,20.19057327837601,9.761313421122946,16.31264521355539,17.576909106194705,26.351978085522088,0,Neutral,0.954
7,0.046875,21.579257265616604,12.17305546290986,6.61492397952881,6.59113665588422,10.768973856414211,5.440712466771281,2.5736968330033863,-9.695103779173525,8.367357417220472,18.81731002464259,7.52713477710495,13.577486958919138,-1.7226843710910789,25.27775523771242,0,Neutral,0.954
8,0.0546875,24.772029827863808,10.974509698305859,3.4278672046368577,-11.02888458822887,6.115935458195718,8.920516652846135,-4.509557017522793,0.4677973148766772,0.8633523963080931,0.9062374643530617,1.38936530388878,13.939886395861784,-3.6883806962684247,12.303891342186283,0,Neutral,0.954
9,0.0625,7.544100447324632,-11.928769330264197,-5.357209634560571,-4.256725669910599,-3.4773514467973143,-4.275547194171006,0.677555254599949,3.9306691468146284,2.515962737459683,-17.603953888986673,-4.840484587858622,1.5644835232405714,4.60739047392457,-3.482834083220312,0,Neutral,0.954
10,0.0703125,-16.360301276495548,-28.9009186709102,-16.964487298859943,-0.21835217524638573,-16.311473269822265,-30.035867278844734,-1.9405025441028765,-0.9156603103404016,6.383936369241163,-22.021600879906977,-8.205616900304182,-22.328189762355432,1.0540535959735353,-16.71301366548983,0,Neutral,0.954
11,0.078125,-22.979507655953878,-12.26443716311438,-13.413439015527388,-8.722669544532287,-25.259992088687866,-28.72220963951291,-15.116737027280093,6.853486279114891,-1.8317526384800904,-16.127274314467492,-17.033016052553627,-27.036162949918364,-10.301520842586346,-23.505073055065804,0,Neutral,0.954
12,0.0859375,-23.543718546788543,4.1916598884573215,9.106093887267424,-5.294252204370453,-19.694244955236137,-8.110240387467211,-26.952893978207022,10.640678786046394,-13.705182184995834,-9.199732394495118,-16.277944266648596,-10.382534076564404,-9.111498303843291,-17.354704440735105,0,Neutral,0.954
13,0.09375,-24.292406808253926,7.015302392929325,28.041009239671705,5.258201924469512,-2.2354210563929815,3.5282776766749855,-19.806396331890802,6.895832538571476,-14.026889105569019,2.6848150150490255,10.786325393053803,-0.5595052747275127,-0.21560423362789383,-6.274317257252857,0,Neutral,0.954
14,0.1015625,-14.489145327925495,10.4464387550132,24.15119122610738,4.130551455283377,8.583331852605204,13.141309109435973,-1.6063533811818864,15.556290473447879,-11.843686990895204,13.144761482311019,33.61914221626197,-4.614233815033251,0.1032330357451483,-10.177461536039399,0,Neutral,0.954
15,0.109375,-9.362297100958086,6.140459582635072,10.416006191608737,-3.690000128498566,10.741436441387203,16.52044703964067,6.8409216668246176,22.31558975360596,-13.051572499423981,6.718645529867667,25.04534326169049,-6.471041420345138,1.1671996628100623,-21.085141960261108,0,Neutral,0.954
16,0.1171875,-19.74785881334822,-0.1431311877342728,7.607178648517533,-4.7410461250381175,10.702132085269191,1.4381569007885817,17.17157348272621,15.242983754875207,-0.7851994164135996,-0.20294627635909848,10.148601512557018,-0.9182000728783889,13.862473753601869,-9.470587220194808,0,Neutral,0.954
17,0.125,-18.599673743718565,7.325011882580668,8.274069133648705,5.8894046767698365,3.9376780896112455,-5.605401286916674,25.97196773910043,9.43931120573082,23.50078557887648,8.47051517962672,7.458324222102643,4.804608854125428,22.01724676269713,15.390637501789746,0,Neutral,0.954
18,0.1328125,4.101850530941666,7.724031046024298,-1.7169393308985115,13.584313706896895,2.5541639130253335,5.261838341709755,6.231672728373535,-3.8214728252468326,30.737002611843046,12.725684215580166,1.1464455416635724,12.84463586006812,11.023885280097698,19.061142215859576,0,Neutral,0.954
19,0.140625,21.8872522187783,-13.915578337369562,-15.276351719553716,6.655561313733842,13.890689984496662,2.3971019343184183,-20.018845963024596,-30.432835986877432,18.13179134598233,0.7770445695674371,-9.667651994341561,21.873475863829817,-6.160003557311276,4.775863408063543,0,Neutral,0.954
20,0.1484375,23.99669255327295,-30.939546764006252,-24.379541648291095,0.11852379904153684,8.90880127300269,-15.608708144041898,-20.648281564705933,-38.776220514976714,10.518416757499054,-17.68624813582351,-13.1208483633023,11.296134175180907,-15.480612131883184,-3.7209902824053844,0,Neutral,0.954
21,0.15625,22.557309819037776,-30.689503539346887,-30.923757511252127,-4.800820121195997,-16.92318801347679,-23.537789870846773,-11.897267856765499,-21.590232292048775,5.976846762128416,-29.795848889934092,-15.097862486129738,-16.17200672409746,-22.64811348708135,-2.3762016969781365,0,Neutral,0.954
22,0.1640625,17.151066511279797,-26.069876007571917,-25.895096665150792,-22.699840888261225,-30.840704063819008,-23.135680016267408,-9.967865593152974,-4.990598847943445,-11.83407234847151,-18.326262906041112,-22.683374400406937,-25.813359274887972,-26.98630188232749,0.4424521069001217,0,Neutral,0.954
23,0.171875,5.597214701574482,-10.26312997396337,-1.5681793705408875,-37.70139862907952,-27.769227908762936,-19.160830798309053,-7.111479654585495,8.634693389859804,-29.69445531795565,8.503534091983752,-28.076389084450803,-16.03364270865501,-16.421599049855555,-2.725037403849346,0,Neutral,0.954
24,0.1796875,4.938920039790994,10.520051890331953,16.764837992223825,-32.18961684893434,-21.058623395397632,1.5070843258144488,0.387546320272068,22.956751177506078,-28.155626243279684,16.062615763544795,-16.104829849467002,-15.57457134815924,5.46655283316826,-11.938857588858989,0,Neutral,0.954
25,0.1875,13.900896265090926,7.255836896439602,7.710958163420613,-20.342930097576378,-8.440373750395082,27.042939945361233,4.949004075723568,21.571031735818373,-17.541458436472016,5.83914440595847,11.46938369285625,-22.988951468861174,22.0558082979426,-23.13170079734312,0,Neutral,0.954
26,0.1953125,6.4915835855428945,1.7696855028075067,-2.9017875628781313,-12.080964560733673,7.35598696625145,26.821283817887092,2.8341956259841097,7.910638263323386,-15.712510036505556,9.98346913954396,24.507517702266995,-22.876997855035462,24.71175624972469,-29.207712700813115,0,Neutral,0.954
27,0.203125,-11.586102999027812,23.811873956192272,4.931001616923555,2.0913927354208397,10.356478127756471,13.688283567264824,6.911925673019968,2.7691671437908307,-17.435382994584284,27.000074600757646,11.864627204679465,-20.711194228559506,20.994039593063203,-16.933934478719483,0,Neutral,0.954
28,0.2109375,-18.302470436621526,37.56121029548669,10.117302581562978,24.869252871258766,2.400131524737244,16.04366991574962,23.625111433279496,0.6859054182346582,-13.038116707310808,29.808737378075413,-0.6954675607106724,-12.82975193584393,19.21318206653065,5.552398274558929,0,Neutral,0.954
29,0.21875,-19.789866881028047,21.17178172488922,-1.4289931795759698,38.55615945396029,10.891602001769574,18.811661963597146,32.10539670507253,-5.533136460747099,-8.066189178578938,11.997910257395333,-2.650673960639424,12.272438984144683,11.991905648486693,9.064219720104456,0,Neutral,0.954
30,0.2265625,-14.85546739085861,1.6930012957957628,-19.915353390025782,29.397158374677765,34.232355765487505,12.528275182468418,18.758719220124306,-2.700764328027819,-5.260234620998467,-11.249871358832978,-4.627274100209862,31.74206494889956,-0.6340017867201841,-2.3623525376263954,0,Neutral,0.954
31,0.234375,3.3821186778382604,-12.850983382029261,-31.515850682428763,15.671770879622434,35.33417952542391,8.526501084915031,-0.24068427488896038,1.0401603354267883,2.029060925609753,-25.786056676383268,-9.083673099460983,26.374481990377987,-3.5362722198244114,4.959788286555028,0,Neutral,0.954
32,0.2421875,9.050452159250145,-21.51938036031766,-26.99295337457058,11.298855700287085,16.51281905014055,-9.276668474381063,-14.032894166505894,-7.675555542176519,17.443344345126793,-31.419768968272564,-14.022004539881042,18.613510913042088,-1.5684038041716168,31.09817967868612,0,Neutral,0.954
33,0.25,-2.997476857673325,-11.450979958143535,-9.808272527130875,0.04724571567553426,3.0380546794661716,-37.19350947451138,-31.086524113022115,-6.860824191707321,35.07226518111689,-31.458065998801136,-17.06302236989132,21.354439758209807,-11.742324524110355,39.637508445526365,0,Neutral,0.954
34,0.2578125,-1.0017508293676234,-2.0076863397058835,9.76050938588876,-15.74353548425168,-12.25998170694085,-38.20185293884475,-44.48449344209468,9.656642780130168,38.38252603305169,-21.86131471507946,-16.969635915797227,24.63275353333563,-26.22020120709283,21.314446125706848,0,Neutral,0.954
35,0.265625,10.600348843658576,-13.44643622532184,22.558690202860756,-16.395610293399134,-24.723542609774274,-19.364918222783302,-33.262798198300175,18.099033385239352,22.59855520828986,-9.478732017868435,-14.1204574525974,20.903864243000925,-28.40208229764289,5.580172332800876,0,Neutral,0.954
36,0.2734375,13.059845374217932,-17.47390096321455,21.865301424481906,-8.03925077856044,-17.05595692764249,-7.59649667035335,-7.522409811844998,23.937804581424487,6.332533408476398,-7.656867245430582,0.049633100763990856,4.849200975486527,-21.272841224288317,0.6280068904907117,0,Neutral,0.954
37,0.28125,18.555229161327077,2.5897799824010317,16.421324780531272,-4.510144793546485,-6.347781692959293,3.24236151973257,2.347797290470944,34.828940771866705,-3.34825098341946,-5.640884709933222,26.717336488338606,-13.452514144409024,-12.211053479468443,-9.420610371327646,0,Neutral,0.954
38,0.2890625,19.041851722692083,18.833893600406295,21.013523380125783,-5.8519947230136795,-7.125555579574859,12.327943505585347,-0.4731696411963462,24.296883928251106,-15.424675340132893,13.04750748975825,40.60941382772261,-21.837090939831562,2.425542758954174,-17.96236679168199,0,Neutral,0.954
39,0.296875,-2.5221054345466873,17.147271951112657,25.620347929225353,-5.245158052067439,-9.059619751121204,6.714224028500015,5.662083759569464,-6.120936271441879,-21.746492436689024,33.16954644885151,26.179889126456928,-22.334869962012522,22.830149335394033,-15.773415210084789,0,Neutral,0.954
40,0.3046875,-17.94457942298625,7.049172999679841,9.239462691657376,0.14919115698709934,-5.088827457482026,3.6446953997337164,15.448553504607135,-23.80508630841342,-11.538636199395203,27.571434306556615,6.774043564575631,-10.680622029627884,32.81004225932399,-18.673591599985535,0,Neutral,0.954
41,0.3125,-10.483234361703529,-11.153507800534271,-16.63814114064898,1.089153509912213,6.969312724292354,16.57563253911751,16.941264600987324,-29.888510870335438,1.7431756075040545,1.4696733094218644,4.122794179456995,2.9900300579414414,20.346305818635386,-32.55607862327386,0,Neutral,0.954
42,0.3203125,-6.739326796824631,-28.277215083729025,-23.044237727556578,-2.2047286622856164,18.926624064997007,16.29899736893141,15.685021144733744,-31.795545192607488,4.178460865037877,-14.710340339823464,7.18442356133588,-2.9075969330651383,2.494720435068187,-33.09960663511703,0,Neutral,0.954
43,0.328125,-10.376583635090432,-24.13067513900785,-13.654510923933655,2.881529206096683,17.27905087846427,-6.490663796439746,14.959976518873015,-15.414769659200061,4.076123975855579,-10.560933278106644,1.4520128118633517,-9.408865429541516,-6.010105489520515,-8.5971375440167,0,Neutral,0.954
44,0.3359375,-6.953339333092267,-15.387386405038312,-4.189727879023957,9.910208931807881,6.898339763422486,-18.73368608505804,7.117475186834639,5.100732819111304,9.97758244767362,-3.366034605805104,-8.450135489634032,7.186818845004663,-16.577480400723257,10.058973288206492,0,Neutral,0.954
45,0.34375,-9.394625630217691,-24.68797761027107,11.095944054330266,5.0395633003253835,-6.854407289055075,-16.35416542493339,-10.425864484877428,8.510490687644864,11.646532515059812,-6.954194742748624,-13.10936245238782,23.484597155405627,-24.650441314045747,3.7716554675544702,0,Neutral,0.954
46,0.3515625,-16.189897951796958,-26.048173042467635,23.62718426628511,-7.477125377651808,-23.471160555296265,-14.340372301538018,-23.9715275146212,10.178939398996263,4.626795416084546,-16.38149620508998,-13.906790005894667,19.655822673630823,-12.848647330166665,0.6856212715177823,0,Neutral,0.954
47,0.359375,-0.35595140994086316,-8.913345897276521,15.463514721218704,-17.67157946196887,-25.43743382172297,-0.9892926108572365,-22.492193332639825,11.576299492239702,5.889125921049248,-15.827296186850793,-11.876010232211645,11.933816737466774,5.183038345787481,15.732777641162983,0,Neutral,0.954
48,0.3671875,24.68022865748641,4.432692743052013,6.205285737636828,-25.430091911021346,-11.738880526417994,16.332281074140003,-14.358987280498457,-2.030653951212548,18.450214832737313,1.2767244799339061,4.0925647630410715,2.7708661553302534,9.245565397518536,27.48470218738634,0,Neutral,0.954
49,0.375,26.185453737754546,21.402643038811707,14.75262566292791,-35.06164140896129,-8.57950313048479,10.260148528563416,-5.2684879002387515,-10.205764632435876,18.985321843526716,17.725417259259515,27.582121433160495,-16.96314061334396,5.024365205092801,24.097695550717006,0,Neutral,0.954
50,0.3828125,17.551746901936347,35.2712302621507,15.400757773469607,-35.623675357119225,-12.749731054383622,-0.5421147745348325,8.072707036164946,-2.126432661730334,2.7545461061566776,16.027021818327412,30.712982336229476,-23.279576436516322,5.566833607749981,12.310057417699337,0,Neutral,0.954
51,0.390625,16.5410404193551,19.494961360252034,-10.509670116177372,-13.832993101957367,-4.710667732613789,11.946581182052057,18.650736533225448,-4.983959006621421,-10.910217017381115,4.630481559470367,12.246964114176098,-9.106523161041327,9.623793037489179,-0.626348696176644,0,Neutral,0.954
52,0.3984375,11.05729605578181,2.5587257062861877,-35.00417759860649,9.819009265871045,6.939275849236305,22.525850829619923,14.277532223210098,-16.197048435364056,-20.303539517288364,-3.828296762160404,-5.329483217577666,-10.895750588910165,7.383737327012847,-8.803731994887144,0,Neutral,0.954
53,0.40625,8.648533840987064,7.332566099251583,-34.16221601021204,14.73757441532858,18.20561598692864,10.825531830146051,-1.8147389188383571,-12.269098180336805,-33.934317999661026,-11.26206568479086,-11.310564215723968,-27.873808836484613,4.020097123575457,-7.013343407112989,0,Neutral,0.954
54,0.4140625,17.680498922312015,5.582921591035095,-23.84588619012708,21.59261184713209,35.18036012649698,-3.39176250764933,-9.71109296413115,-7.408054627026447,-41.10935668672376,-16.106672700693245,-10.382658665015667,-26.91754065942837,6.953772372030312,0.6722713267782705,0,Neutral,0.954
55,0.421875,9.063115791773589,-5.909481114604532,-16.470663858302203,36.87143621457659,38.77667859976268,-19.69555811871094,-4.050847838888803,-7.907251560294606,-29.779421013633332,-14.952283567573755,-15.157973311503923,-10.162978809219444,-1.2380530545785327,-2.5341149542786487,0,Neutral,0.954
56,0.4296875,-17.526626273905098,-12.610936548111503,-4.662201645219217,31.478377508807434,19.6506798217769,-41.32413840714299,-3.3049929597610577,9.439079921278402,-9.71820934608808,-15.48443060620062,-24.54265498099954,6.592959756560468,-24.258066137500354,-18.329728872189946,0,Neutral,0.954
57,0.4375,-26.938272441392076,-19.55166566682081,4.866095087911818,10.507839219772105,4.371098864524043,-38.340157119265875,-10.028759613931346,31.547237807428633,4.092868356758533,-18.643666035722923,-24.312720414616805,20.927704477956297,-34.68836347866306,-18.579117111008042,0,Neutral,0.954
58,0.4453125,-23.49327661729766,-18.14388907237867,4.013161936853469,1.0341872122264808,3.0545568958821105,-14.509284290519165,-12.92312279305443,32.1948914624725,11.440379212719208,-13.507572756149154,-18.793421791451827,28.221728225885307,-29.49457106592901,5.896260892773691,0,Neutral,0.954
59,0.453125,-24.410008067623707,2.282372790091964,6.205796983301349,-5.494127920180234,-0.8249734601762051,-6.350593895821679,-17.813854216568235,25.308910814472586,16.818583066153128,4.136229154803003,-14.657927019128547,23.35929635739671,-26.30837303123657,24.2580191644089,0,Neutral,0.954
60,0.4609375,-18.06583517286483,19.75454444660763,16.124866765712675,-14.366331909165286,-7.616467838626129,-4.94921984115231,-24.187739713228503,14.323231543462521,20.021629506424475,27.062369742523035,1.3032678415311143,15.703440527331965,-17.061627952153685,19.274405440520713,0,Neutral,0.954
61,0.46875,-6.174946916372644,14.329636824557399,14.463196638110347,-13.417968091416714,-11.700549844345934,8.307023791220526,-15.211714011644258,-13.203719826165017,19.150476734405856,37.533832154331165,25.14872019099069,20.75141425845029,8.321740918854367,6.248284222647245,0,Neutral,0.954
62,0.4765625,-6.2830663618720415,3.323976478174651,-9.527878336502457,-9.157087208747376,-22.078892107373825,15.677481108332042,10.885562541454837,-30.62438345214778,14.143160846642216,24.65708755597599,27.06552260972419,27.625602575450614,30.04778520018743,2.06440565635859,0,Neutral,0.954
63,0.484375,-9.468598496110694,5.170464945474687,-33.1864544462032,-4.521419280437662,-33.84317917890038,17.89475491827746,35.051174735841215,-20.092470509883746,14.17652555361358,7.930933122704092,3.870453103144401,12.808789284337694,29.552542881192423,8.173372537125182,0,Neutral,0.954
64,0.4921875,5.123844520080683,6.599419101570801,-26.947438314125705,0.7311483762419944,-23.902148572346107,31.850148008236776,38.15365577680936,-9.604348507770556,19.75095655893004,6.0726538746218495,-12.364546482621128,-11.585292715608658,18.24354915800251,8.934833660395547,0,Neutral,0.954
65,0.5,27.987194817080844,-3.125573160198705,-4.455823079680442,-2.1142344189130657,4.036879617196728,31.779267448938143,26.53014587281738,-4.562058710760925,12.60301803059318,5.750224351978758,-7.3638152332890385,-20.386815882258727,10.33825302338027,-5.105405531274184,0,Neutral,0.954
66,0.5078125,35.30497728925731,-16.910473848743646,-0.11143091343145173,0.45980405555813153,16.79524843622624,-0.6072849068168376,17.650022617004858,8.755323056044771,-2.475057069203871,-6.044944530632176,-0.8364069966280268,-17.918546164563914,1.6270853422420348,-20.020320222777723,0,Neutral,0.954
67,0.515625,30.34969848056183,-32.950207721288905,-4.015409917580726,11.839914871975516,8.829386836094015,-23.6830000974599,6.296932167590029,12.419704939792169,-4.7892700424337065,-24.00237258480088,-6.60719793281545,-14.47370277205825,-8.679476285706091,-25.766383366811972,0,Neutral,0.954
68,0.5234375,23.451154419289836,-37.04634237674276,6.088116783645457,8.661564993603722,3.84936487610162,-16.226066429995676,-8.949541635738944,2.938668346987626,-6.892268046116361,-36.42401685302683,-13.267395813860578,-6.474025460407862,-11.892159346339415,-25.983585382958047,0,Neutral,0.954
69,0.53125,11.358910727239792,-15.27910742391834,16.37613944035779,1.69687661241832,2.418794557910956,-8.279657763172423,-14.024567770311329,3.6878571936677518,-20.596425651041102,-29.27733216405295,-10.325297409173118,0.9889569169915537,-7.3996979482957315,-19.665293367480018,0,Neutral,0.954
70,0.5390625,5.741399919503051,2.5562799200333695,22.33719953266124,9.8495408850878,-3.6324836903522875,-6.03166016392701,-12.862149053643307,5.335893026916961,-22.444637234199377,-7.538963550869632,-3.0511909631901872,-2.768750540546455,-4.92555977196986,-9.698246708984502,0,Neutral,0.954
71,0.546875,12.209836500575882,3.120502865265837,32.81431241608871,11.279386763536397,-2.5295788050421177,1.2529858130479947,-15.634439028174327,-5.485120208874354,-2.3852963974155,6.771042186322948,6.3153257749612175,-4.611769308867733,-9.495449004317315,-7.817370001985164,0,Neutral,0.954
